f1,f2,label
0.4505635941016889,1.074304857991101,0.0
0.0856315616053375,0.9676817339988828,0.0
0.11732584977949315,0.9715206566057143,1.0
0.9821791656526775,-0.38040843714506356,0.0
-0.7203523950587303,0.9558495013385974,0.0
-0.18476400190034492,0.8096399750951184,1.0
0.2237102952598124,-0.8655869329711297,0.0
-0.36756451130240736,0.8247264826387712,0.0
1.2449559624787585,0.002030189134809776,1.0
-0.47686044513054576,-0.9306665636936602,1.0
0.5394822340587495,0.21625946840963967,0.0
0.26179418061249665,0.912715294344507,1.0
-0.7929368193100077,0.4712718375837809,0.0
0.34546523536281304,-0.6724748941863414,1.0
-0.6899566249109946,0.1045239480937839,1.0
-0.19631758416302633,0.6991651703256875,1.0
0.9960983851875207,-0.2546784907256036,0.0
0.4453132584803561,-0.958663857827105,0.0
-0.4044251574473797,-0.9915193210391962,0.0
-0.8117231096670925,0.3634650615374391,0.0
-0.6767821727026828,1.1587739771370256,1.0
-0.03939765037537303,0.9898420319018516,1.0
-0.1857231523528813,0.7207071750238069,1.0
0.6939289285644566,-0.6082089670258216,0.0
0.2859808876868929,0.585172937005628,0.0
-0.4701860295528114,-0.8899023815596593,0.0
0.8872010831406564,-0.2892209392168963,1.0
-0.05295927882579454,0.6817800131771385,0.0
0.2588334313851255,-0.9253822250987782,0.0
-1.171090007052386,-0.2876026419409186,0.0
0.5137636900960113,-0.7298919842093069,0.0
-1.0192379957784785,0.5715508103728599,1.0
0.16085744617778372,-0.8510572985505919,1.0
-0.3527014099925922,0.8144520032958077,1.0
0.27777974747737344,0.758563572014414,0.0
-0.6298490026890078,0.3763300988449606,1.0
-0.06429307484317351,1.192912961210136,0.0
0.701031076152262,-0.015587861555688837,1.0
-1.264186867576007,-0.22201494563091428,0.0
0.9055142119469974,-0.8828783902685224,0.0
-0.9954274922268209,-0.3104643896649207,0.0
-0.8882824504972471,0.24788363443008937,0.0
-0.057923682006650185,-0.812165814565698,0.0
-0.10248398962020372,-0.5412165015929293,1.0
0.7451888957199366,0.0011671088413678365,1.0
-0.024131454846132147,0.5794064823470193,1.0
-0.5730827223804752,-0.09660586308187763,1.0
0.40215252018292236,0.3258654429269174,0.0
-0.62531217327937,-0.9233123394772493,0.0
0.7820197793470229,0.13380687196651414,0.0
0.875922095119258,-0.19296053437849414,0.0
0.1675774004799669,-0.6655277152056069,1.0
0.40228317013491904,-0.6186563528389308,1.0
-0.24850837335406467,-0.6137082522651949,1.0
-0.5835311892170534,-0.3789958073794738,1.0
0.577574342123909,0.6319961465716545,1.0
-0.8880223755541876,0.7348645870163429,0.0
0.14785121735053453,0.7079791264060687,0.0
-0.0870149202788023,-0.6629856721738951,0.0
0.3785568387424218,0.10207895313200757,1.0
0.06218029978197681,0.7538379892779788,0.0
-0.042867000604788846,-0.7362854228280603,1.0
-0.20357822652650107,-0.7751865980131395,0.0
0.47690859668373,-0.5701242763549936,1.0
0.525306919703644,-0.4784017949672472,1.0
-0.876981771299996,-0.47149780596591195,1.0
-0.30476033610606984,0.2142602018808739,1.0
-0.5598971119991614,0.45413101449291005,1.0
-0.7382211923704772,0.011375311148164728,1.0
0.47819290586774843,0.4636321993060759,1.0
-0.4421234115521891,-0.2855075033139476,1.0
-0.5776496968311059,0.820150497841354,0.0
0.5883424648149026,-0.47580021440362485,0.0
-0.7024187592766973,-0.7389873501464456,0.0
-0.4448015102373663,-0.6887840122443505,0.0
-0.41556476524866137,-0.8439652868172911,0.0
-0.9612810859537213,0.3731962383550781,1.0
-0.9972528694097745,-0.8615276671974861,0.0
0.2702457929060913,1.004130299016212,1.0
-0.5898543405144658,0.4315089136377839,1.0
0.6946723268314614,-0.674308597602013,0.0
-0.4010077773087128,-0.9337649860286469,1.0
-0.2859465338813415,-0.9322106415838101,0.0
-0.7107076354047102,-0.4788504629628594,1.0
1.1456659892444212,0.6591969692284199,0.0
-0.6241623516949213,-0.2787294555421387,0.0
0.08812463070968315,-0.5598518821900009,0.0
0.7989362109167628,-0.46161723594585324,1.0
-0.005275966000964805,0.9480585370327946,0.0
0.23516953721220357,0.7212787344474889,1.0
-0.03622472153989173,-0.7572568491404359,0.0
-0.9117597310690633,0.7422648199679354,0.0
-0.1364686533682293,-1.1719306314691045,0.0
-0.7297964239730608,-0.7824119888999059,0.0
-0.7010718486015989,-0.7983898837610407,0.0
0.27032862945276687,0.8454711043701271,0.0
0.4173955491573133,-0.6259325692419146,0.0
0.3194422038704738,-0.8749453698016516,0.0
1.5166238210768523,-0.07238054981296149,0.0
0.17512412114873685,-1.1893949858632384,0.0
-0.6055604563430999,-0.3047185114970731,1.0
0.47758016916703483,0.12427736434324557,1.0
0.1907112387060571,0.3827280509575771,1.0
-0.5894670853664753,-0.807889051507213,1.0
0.5663624610902526,0.7459355184864898,1.0
0.7600263260006856,0.2935867792050382,1.0
-0.39529224799585794,0.04090049169202756,1.0
-0.703091972526991,0.993121552014788,0.0
-0.8619968600074197,-0.08583929994232047,0.0
-0.3246834796415444,-0.6947048409732142,0.0
-0.7268741725706338,0.37249633721534364,1.0
-0.955664252141505,0.5635560627591789,0.0
0.039284940694614565,1.135746520395073,0.0
-1.1702752330968116,0.4779782266840813,0.0
-0.3771718771670348,-0.6550110552370182,1.0
0.6203186558560304,0.4625637223661658,1.0
-0.5412883369555885,-1.0221675923875881,0.0
-0.9907651078407372,0.32822809202112635,0.0
1.033837981307904,-0.21233270035908894,0.0
0.7280337172462022,0.1816515249864975,1.0
-0.4908808681691072,0.7326970193717365,1.0
0.6244216368503597,-0.011276423852278922,1.0
-0.2014267652577739,1.1261938441204817,1.0
0.9808121373939296,0.39352439724255117,0.0
1.280211103413063,0.13410214295163853,0.0
0.24437129000518704,0.998125091774824,1.0
0.9703850077870431,0.4770867905896868,0.0
